7266	358	7189
3191	158	4998
11310	448	9499
3961	912	4846
8475	448	3893
7525	351	1845
10745	480	7259
13048	352	5125
8904	289	9543
3139	239	4980
8212	32	2068
4184	480	5906
765	36	765
3311	289	7144
590	351	13699
2301	782	713
592	878	2669
218	855	1270
376	926	2436
5948	358	373
1826	289	6167
11160	926	2979
68	416	11990
12318	366	1505
6581	351	1248
2057	335	13303
5504	352	1845
12506	349	10550
5534	943	7412
7888	284	2856
11178	351	1117
10095	92	1468
4936	323	8990
2431	683	1122
11612	419	1273
4620	747	12061
313	46	1342
11710	912	4846
7541	62	8456
11525	125	455
4563	725	2101
1827	176	12630
5328	339	2017
11586	357	1845
2552	335	4427
108	289	4453
4120	660	1174
13902	366	3243
3676	289	2253
3264	289	3956
12506	743	9613
4138	284	4821
11374	417	1729
7812	351	2979
433	289	8910
9567	857	13805
13285	351	4160
8975	314	5879
2323	782	864
810	448	2289
5231	335	2068
8424	289	3969
13113	335	2133
371	419	1273
13323	351	8667
1623	132	2900
1211	74	71
7238	555	11257
12877	64	4291
12953	912	2749
12763	62	9464
4278	351	2436
3240	289	2034
9100	912	4846
11087	912	4846
10966	834	4151
7653	357	5175
2405	180	5171
3780	173	1490
148	289	6643
5870	351	3131
8027	734	839
2676	782	713
1377	284	901
11368	125	140
11897	335	2216
3883	912	1837
10903	289	6540
5945	77	2216
1249	204	3652
10378	176	6248
12732	828	11871
578	912	4846
2413	358	129
3269	125	88
9038	289	5153
8166	283	12330
9975	289	2483
3439	912	2156
5993	351	4091
13141	357	1845
3254	176	8762
6186	357	1845
12297	125	147
836	683	835
8909	87	12677
5399	289	12218
10309	357	1845
7319	448	10560
2849	415	3298
1608	132	3029
987	419	4218
3795	684	1837
13123	284	9634
260	454	5119
11582	351	2979
4548	725	3215
6108	289	10006
571	351	3921
3838	92	1711
13577	448	12464
4063	289	2531
1625	132	1765
3318	289	6944
11129	660	6329
11287	782	864
4149	419	766
351	36	4956
9631	358	416
3920	635	2962
10136	684	4322
4580	404	3760
8261	289	2807
6236	289	4159
996	782	864
13775	351	3082
7753	612	5268
12801	82	4089
8877	351	1927
6487	622	4948
390	289	2476
2069	36	5027
11566	484	1845
1569	36	1945
4572	351	2068
3542	637	13187
10798	289	6015
10273	289	1656
12920	448	8561
9590	640	9828
1314	351	835
1336	339	533
11514	372	4137
6427	454	5470
6071	62	9870
77	208	6690
5373	410	8870
3655	351	12804
13422	615	7918
9687	289	4623
9084	351	4792
10503	351	2979
10215	254	1927
13217	912	4332
13438	46	298
1604	132	569
7219	339	13123
12390	289	2483
11935	525	2441
12787	352	5176
1681	926	2590
11196	410	4752
2455	912	1837
10842	289	1403
13019	955	584
6203	357	1845
7333	304	80
1585	32	1958
12131	357	1845
2413	358	4073
13003	351	1845
8290	912	4846
7097	357	5175
10981	448	4523
3514	351	975
132	454	13252
8153	615	457
9833	289	12495
5577	912	5731
10172	357	1845
4639	342	12528
3074	351	11994
8626	526	13045
12289	926	2068
11864	912	1837
5185	384	4781
9743	192	294
9647	351	2933
4473	339	1445
6459	684	11703
1707	176	10156
514	747	122
1227	204	3781
10311	208	2913
2176	410	3989
7403	435	5177
4986	352	2068
5095	448	7338
4785	912	3616
7265	339	5042
7695	131	10265
2444	448	11206
13290	339	4302
250	943	8382
2501	448	4347
6596	77	2634
11430	448	9003
1138	74	256
9793	684	685
11476	912	4332
3495	660	11080
3724	243	519
6026	289	6238
7241	448	10451
8031	514	5891
8888	351	1845
5403	289	3892
4545	912	2749
12211	335	808
6016	351	2979
7282	351	2979
777	609	1066
5479	387	5052
5127	62	708
8248	642	11454
408	53	1845
12334	912	4322
6915	743	6502
623	912	4846
11514	372	12383
6051	448	311
12035	358	2501
3845	461	12954
8910	912	4846
10741	943	453
12249	448	5167
4498	912	1837
9110	878	4853
705	357	1845
4655	7	9572
109	289	12346
13339	642	6328
12095	299	2068
10122	950	5347
542	351	3452
5914	448	11741
8261	640	1436
4973	335	7807
6208	448	2289
3043	912	3616
1581	132	1079
4501	654	3032
2135	912	9449
1026	357	1958
2313	782	712
3312	289	4653
11382	926	4160
962	357	962
12596	640	10285
13090	372	13497
10899	943	6620
10828	668	13068
6803	622	1447
663	387	3664
7675	357	1845
3035	878	6215
7429	684	1837
213	448	12464
1365	684	1837
8055	912	13869
3450	81	3736
8118	684	8933
12470	176	2500
6124	358	336
11716	335	6451
9353	342	12660
12654	448	12464
13128	335	6395
9562	635	13602
1591	32	1036
6451	349	13152
4390	448	2289
4103	69	5192
9904	36	7849
5718	950	8005
7252	243	3110
3116	912	9449
6263	136	13152
6040	950	6451
8946	34	1845
3814	955	8014
8643	448	26
1752	339	1112
1818	125	457
11782	289	9745
11567	943	9437
2662	448	3894
12142	448	2703
6248	448	13252
12151	363	256
5611	372	9387
4368	747	3542
11904	351	3176
1606	32	3462
13348	351	1845
12529	419	812
1034	351	765
12090	125	174
5617	49	10776
9626	357	1927
13613	416	3432
6074	289	800
12020	900	3962
1689	289	9307
589	351	3432
5605	62	2002
6331	427	10370
4015	117	256
11049	640	1436
5941	448	2004
3913	634	4797
355	289	3167
13182	289	5527
13085	684	6642
6127	313	928
1023	912	4332
2024	912	1837
8917	351	2979
2932	335	12939
13747	208	2975
4996	339	4591
3364	289	8639
6106	417	12857
510	243	4460
882	136	2019
12092	448	13803
4233	352	2068
7850	660	2174
12048	684	2749
3312	289	1020
7949	335	2216
4427	204	2967
10833	912	1837
4605	352	6909
4665	180	591
1634	32	2159
5221	454	3894
5993	912	4846
13178	304	13247
3008	809	3007
3456	779	966
7078	912	2750
7746	934	8861
10461	448	105
2805	372	5286
129	358	336
8421	318	11471
4542	912	1837
129	81	705
8367	337	13180
236	912	2750
1535	132	2871
1232	36	2248
1385	349	12595
379	448	1678
2587	448	13405
4559	201	3465
6456	943	6620
13537	870	4461
7619	243	12027
5792	289	5360
129	926	3176
1572	132	3786
3863	351	7375
1417	342	5935
57	926	2979
8478	511	851
532	351	2979
10651	955	2875
10257	878	4430
10039	289	7033
12643	351	3005
3459	36	3459
3041	351	5176
12541	357	1845
10294	357	1845
5689	454	415
13375	640	4982
11632	955	12505
3751	357	1958
6755	612	11672
11106	684	1837
13691	813	9554
6487	335	3416
6463	912	1837
12760	289	8464
9838	448	4523
11837	358	4288
3553	77	2634
1124	36	1124
7105	289	2659
2782	36	2782
13677	955	8887
11286	912	9449
6103	351	1418
5070	352	2436
12299	454	10595
8451	912	4846
11175	926	5001
12592	891	687
3287	150	8185
1636	32	1845
3970	342	5990
7208	454	298
1592	32	1498
1534	32	1281
2512	36	2512
5105	912	2156
9943	493	2436
5922	351	4943
298	454	13438
5257	366	1965
10874	289	6643
10137	756	3742
7988	448	8561
578	351	1967
5882	448	2004
8262	926	2436
279	372	3114
6643	351	2081
10107	912	2730
7950	357	1845
8156	695	1437
5478	640	10259
11710	912	2730
12216	912	5731
5823	392	3433
4793	923	1845
1417	358	9049
3086	926	1085
13057	351	1845
12526	769	2979
10821	351	4160
12434	351	2979
4264	90	3686
5332	289	13170
4137	342	12221
2805	955	6870
4709	660	3040
6597	335	2068
2660	448	3620
7354	351	10300
450	699	1071
2018	950	7803
12096	457	2081
12955	289	7776
