379	448	1678
2361	642	9
1807	289	2258
1408	284	3506
1375	77	3460
3955	358	3888
2266	34	1845
3894	454	2866
2166	352	1846
3783	289	4647
52	289	4506
1962	204	1912
348	769	4813
831	642	1655
1259	419	766
1828	289	2051
4607	643	2823
538	352	1845
2166	34	1846
3414	338	1495
3512	358	155
4043	708	5205
96	642	4653
1120	794	4335
16	289	1913
1504	357	1282
2014	352	4774
5051	357	2081
4294	289	5085
361	912	2750
2309	912	4846
3554	208	1032
52	125	88
2344	284	1100
324	926	1226
1352	926	752
3694	779	2394
1831	243	868
5122	149	1529
3593	62	3225
2444	912	4846
3292	642	457
4283	351	2979
2785	683	2783
4551	912	3616
4739	448	5167
4634	339	2344
4476	34	2651
4425	642	88
411	926	2436
4797	779	2081
22	357	1845
3643	750	1945
3290	289	2895
1991	358	87
3371	357	1846
766	779	4951
4018	357	1846
4130	926	4371
476	342	458
2150	448	3894
4283	912	1837
4286	683	1270
2353	351	1845
4646	351	4345
3427	351	765
4275	912	3616
629	352	1845
319	448	2289
3272	289	2707
3198	339	1100
5064	149	4424
61	448	5119
1810	125	439
324	357	1226
3694	492	1930
5165	750	1845
3643	149	4435
5007	351	3460
277	769	2979
4593	643	2362
3354	289	1520
108	243	2229
4577	351	1845
4821	865	1836
1715	352	5211
522	351	2979
4433	419	766
1004	357	3008
4770	912	3616
261	448	5076
1791	289	2009
1650	695	2787
3240	289	2788
3136	410	4162
3022	351	765
1706	289	499
570	351	997
1371	351	1932
1688	419	766
2686	289	4037
485	357	2081
2107	351	1845
2569	352	4091
641	34	837
1879	62	4051
4287	149	3882
2785	683	765
310	926	1845
1464	419	766
324	448	268
2615	284	2460
2201	208	520
2334	366	2746
967	635	4051
1685	289	4622
631	448	5221
5042	351	765
4922	415	4679
2637	912	3616
3614	289	817
2109	366	1884
3486	779	3534
4710	448	2866
2229	708	108
3156	448	5076
2093	357	3540
3809	357	1282
3449	357	1845
2581	352	2436
3505	366	1837
3290	125	455
3294	289	2253
5113	289	2855
1121	794	4949
2713	351	1032
2349	357	1846
2514	750	765
5116	34	1452
3275	243	1436
3131	77	2203
4994	865	1836
1336	351	4309
2267	34	2973
2668	357	2348
4392	243	4594
2072	419	1273
570	351	1845
1424	180	4653
4210	769	1071
4453	351	4371
376	926	2436
4452	323	820
3356	642	218
4895	750	3913
1425	357	1846
4768	750	4767
4218	779	3457
3586	208	3399
2384	351	498
3262	289	5067
4338	419	921
4442	912	4946
5116	351	1452
1883	357	1665
423	419	766
314	640	4167
2895	351	1845
3357	289	4780
1408	284	3211
2023	525	2934
581	351	1845
4003	351	1068
3841	366	3616
2823	747	3542
766	779	4158
1089	351	1248
282	342	3846
3022	912	3616
2526	352	1846
2219	792	4135
435	926	1464
315	926	3416
3086	351	967
82	289	4922
585	366	1837
2292	357	1846
314	419	766
3797	351	1845
4631	493	1736
4993	289	4512
5	642	3087
3511	351	1845
353	289	4458
883	149	882
3958	351	1919
4118	357	2081
3706	454	663
3080	448	4759
5214	339	557
364	926	1071
4556	358	376
4491	912	2730
2014	708	3301
3300	419	766
1417	358	920
4903	750	1659
5213	640	3519
3024	204	2360
1497	126	4020
1100	351	2436
591	366	1837
534	351	1846
1921	912	4956
4561	351	1845
1273	779	4783
4132	126	3147
1389	176	3000
2659	351	4091
4832	912	3616
1709	254	1927
3130	912	4846
137	448	4934
3282	642	3933
4662	692	3670
3758	254	1242
321	289	4027
5153	912	4846
1779	419	766
4580	299	926
2929	366	1837
563	750	2436
4508	912	4846
1998	351	1845
3197	912	3616
590	912	4131
2182	94	1270
4768	683	3221
3545	357	1846
1295	351	2651
529	125	439
1819	642	9
4449	366	2746
2106	339	1336
2627	34	1282
3278	640	4987
883	149	1282
1806	125	88
532	351	2979
1430	34	1846
4435	357	1945
5000	502	5091
1129	357	1282
3124	352	1529
4994	284	3074
2253	708	382
1273	779	2451
1361	779	4414
1822	289	800
2548	204	908
4797	779	4196
4549	351	1845
3320	289	4459
4059	351	1099
2617	94	966
467	289	3505
4019	683	765
602	351	1845
1945	204	4435
3356	419	766
4614	912	4846
3032	912	4332
4350	352	2436
2688	448	1852
3085	912	4332
3894	300	379
1419	419	1960
2751	149	1282
1853	243	3833
1383	454	2866
1943	289	2388
574	243	3934
5085	912	4846
189	289	3942
69	351	2979
766	779	1927
829	351	1845
242	358	359
2505	366	1837
4593	352	4371
4932	419	766
4843	289	3393
380	926	765
442	289	2968
887	547	2092
1061	38	1890
3897	289	2025
2972	357	2081
3358	677	5217
3935	351	1845
4208	708	692
2361	419	766
3239	289	1654
926	357	4580
5108	357	4338
4013	357	1845
3313	289	3157
1952	204	2052
2473	366	1837
4627	415	1720
4655	635	958
3295	289	4928
572	351	1845
2305	419	766
2660	912	3616
3440	351	1846
4456	351	1845
392	769	2979
3874	149	1958
3356	243	4167
4824	419	766
136	419	766
4775	683	765
4704	289	2388
353	289	5078
2168	366	2730
9	769	1845
466	289	2505
4532	351	3631
1746	642	88
189	289	1357
2212	539	2211
4388	125	88
2968	351	1962
2295	357	625
800	34	1845
398	357	648
321	289	3033
3068	357	765
4110	357	1958
104	357	765
581	351	2230
1331	926	2436
1120	794	872
3242	640	4283
5000	643	5075
5001	95	4210
2991	357	765
2806	77	2729
3843	201	2227
1121	605	1711
1807	357	1845
2090	351	1845
4915	351	3399
4078	357	1226
3129	912	1837
4210	357	1282
617	351	2979
3606	750	780
921	779	2380
1825	125	455
2460	339	620
220	289	499
4593	351	1845
4621	125	9
4306	289	4167
3583	357	3452
3167	351	1845
603	351	1846
483	750	3220
1528	289	3998
3240	419	766
1802	357	1845
3160	683	3399
988	769	1992
4496	415	4677
632	351	967
5213	419	766
367	419	766
3795	366	1837
3566	357	1659
4457	912	4846
1794	419	766
1749	166	5224
503	351	2436
3287	419	766
3897	357	1845
4701	289	4596
5055	912	1837
98	358	441
790	351	4813
238	357	3433
3041	358	15
2320	351	3773
4072	525	4971
107	357	1665
490	357	4735
589	351	3432
242	357	1845
38	800	4460
2661	351	2979
4079	708	1217
2384	157	2171
2826	493	1736
58	769	1845
4605	351	1498
4458	366	1837
216	342	458
2615	352	1282
242	938	4475
2869	642	4572
1830	357	1846
4054	351	2552
3962	204	3740
2518	357	765
63	419	766
557	865	1836
1364	352	1659
3891	358	55
2106	912	4956
3365	289	2624
4459	351	1845
201	357	765
1007	419	1284
5061	352	5164
4206	912	3616
242	448	5076
732	149	755
1736	62	2694
1849	149	1665
2871	149	2870
763	77	4969
1432	351	3852
4501	642	4461
1273	779	1422
3034	635	2318
3540	752	1960
5075	92	1468
238	448	5076
2027	351	3053
1529	419	4189
2496	352	1845
4232	34	1845
754	865	2595
200	926	1845
4797	779	4796
3934	708	225
1914	180	3113
4449	448	4347
4521	351	3460
4508	926	1845
4480	366	1837
4527	351	1845
5078	351	1036
1502	357	1845
3203	357	1282
4996	352	1282
1015	357	1282
3460	204	2516
4557	912	4846
4462	351	1099
2886	419	1273
3238	289	2788
4382	351	1845
766	779	3399
2109	351	1282
4549	351	3631
4204	419	921
3715	419	766
1870	62	4813
431	289	4985
4994	284	4816
4673	357	1293
5100	779	3026
160	926	1846
1330	448	5076
380	357	2436
3211	351	3053
921	492	990
4024	351	3431
1779	289	5066
38	357	1845
183	243	2257
389	125	409
2142	351	3432
183	289	2388
2530	351	1919
3520	352	1845
2610	357	4951
2535	901	72
1754	339	557
465	107	1089
3367	289	1432
770	351	4977
3003	351	2436
891	912	4846
4457	351	1845
2652	366	1837
1100	339	3448
4987	708	1487
3291	176	3000
57	926	2979
5217	419	766
1037	357	1845
633	419	766
803	912	1837
80	263	304
1996	750	2121
3306	289	600
2758	351	2979
12	289	1658
3278	289	3079
3411	639	3411
33	638	217
3555	357	1845
2535	747	3561
4960	204	1673
3356	640	4167
3284	289	2893
1707	243	2896
1284	779	3010
2151	351	1846
3843	643	2362
765	338	4291
2841	351	2979
1295	351	2436
315	357	2081
512	352	2979
80	357	4796
2377	779	1059
1413	27	4679
187	289	4542
4632	352	1846
494	750	1282
3257	640	3933
1384	166	2595
3968	34	1845
1709	254	1736
4233	351	2979
4709	912	3616
2818	640	546
1782	642	457
3837	351	1845
1332	34	1845
2090	692	2065
97	480	54
3694	779	2411
4194	357	1282
2915	149	765
92	289	2026
599	351	967
342	926	4151
2724	289	5171
4585	243	4167
1689	289	900
4124	419	766
3654	366	1837
754	865	1904
2358	357	2081
4259	683	2424
14	419	766
1905	711	1904
3294	289	1328
1707	642	243
3804	352	2436
1108	339	2629
4633	351	3053
636	357	1282
601	912	4846
3321	289	4541
3661	640	817
242	358	35
3276	289	2531
2952	289	4512
632	912	4846
4103	204	2584
54	454	170
2026	351	1845
1943	176	5060
2856	352	928
2198	289	4472
5110	366	1837
2247	547	786
4766	912	4846
4770	352	1659
2527	747	3542
2686	289	1657
158	208	2979
3309	357	1845
2041	419	4218
3139	750	3138
4085	357	1845
5126	539	4156
3745	204	4191
3266	642	5106
4129	358	2618
1500	357	4196
4281	926	3082
164	289	588
343	357	1845
1099	204	3852
1296	403	3337
5203	711	2671
602	351	926
163	448	1678
4568	352	1845
1776	366	2730
658	448	156
1327	289	4744
227	419	766
2720	642	218
3220	204	2032
4089	357	1845
4939	493	1736
3256	289	2555
3541	357	1845
4829	643	1382
5213	357	1845
250	176	2500
2014	351	2436
5217	357	967
4533	357	1931
4893	149	1282
2172	149	2935
3557	208	1282
1452	419	1284
3263	289	4561
3614	419	1273
4669	366	4131
1329	351	1845
2894	912	2750
4634	352	2436
2639	419	1273
1400	243	3935
1432	912	4846
1273	779	2632
2556	204	881
280	769	523
3587	357	1846
4352	683	2962
1457	419	5100
1273	779	2586
4642	339	4816
1790	419	766
2972	419	766
4502	338	4291
3831	358	4573
2122	419	921
4543	448	4347
3269	289	504
2110	38	1999
1384	351	1282
86	642	457
2892	358	87
442	289	4596
581	351	2979
2488	351	4371
1256	640	3516
3368	289	806
2386	149	4407
218	208	1845
2603	351	1845
